id,name,tournament_type,time_control,start_date,end_date,country,city,venue_name,latitude,longitude,max_players,entry_fee,currency,prize_fund,organizer_name,organizer_email,website,source_url,is_fide_rated
3210,Wimbledon FIDE Rapidplay - November 2025 - U1700,rapid,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ENG,Wimbledon,Wimbledon,51.42147870,-0.20640270,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=397229,true
3211,Wimbledon FIDE Rapidplay - November 2025 - Open,rapid,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ENG,Wimbledon,Wimbledon,51.42147870,-0.20640270,,,EUR,,,,,http://ratings.fide.com/tournament_details.phtml?event=397218,true
3212,Campeonato de Asturias Individual,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,,,41.00836430,-8.63941110,,,EUR,,,,,http://www.ajedrezastur.es/calendar/?link=https://www.ajedrezastur.es/campeonato-de-asturias-individual/?instance_id=1608%23new_tab,true
3213,IV OBERT D'ESCACS DE LA CATALUNYA CENTRAL Rondas 5-7,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Barcelona,Barcelona,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432756,true
3214,II Open Aniversari Sant Marti 2025 Grup B Rondas 6-8,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Barcelona,Barcelona,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432096,true
3215,II Open Aniversari Sant Marti 2025 Grup A Rondas 6-8,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Barcelona,Barcelona,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432092,true
3216,CE Veteranos 65 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Cambrils,Cambrils,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433447,true
3217,CE Veteranos 50 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Cambrils,Cambrils,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433446,true
3218,XXVII Torneo Sub 2400,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Ferrol,Ferrol,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428817,true
3219,U16F Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430056,true
3220,U16 Mixte Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430057,true
3221,U14F Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430054,true
3222,U14 Mixte Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430055,true
3223,U12F Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430052,true
3224,U12 Mixte Bas-Rhin 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,Bischwiller,Bischwiller,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430053,true
3225,Master E 2025 du Var,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Crau,La Crau,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432600,true
3226,Master D 2025 du Var,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Crau,La Crau,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432599,true
3227,Master C 2025 du Var,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Crau,La Crau,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432598,true
3228,Master B 2025 du Var,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Crau,La Crau,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432597,true
3229,Master A 2025 du Var,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Crau,La Crau,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432596,true
3230,Tournoi D'echecs En Parties Rapides De La Penne-sur-Huveaune 2025,rapid,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,La Penne-sur-Huveaune,La Penne-sur-Huveaune,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=429143,true
3231,1er Open lent de Plaimpied-Givaudins (-2400),classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FRA,plaimpied givaudins,plaimpied givaudins,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432628,true
3232,Schachmatt Firmenschachturnier 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,Chemnitz,Chemnitz,,,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/6543199045419008,true
3233,Pakod KupaC-csoport,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Pakod,Pakod,,,,,EUR,,,,,https://chess-results.com/tnr1214419.aspx?lan=0,true
3234,Pakod KupaB-csoport,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Pakod,Pakod,,,,,EUR,,,,,https://chess-results.com/tnr1214418.aspx?lan=0,true
3235,Pakod KupaA-csoport,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Pakod,Pakod,,,,,EUR,,,,,https://chess-results.com/tnr1214417.aspx?lan=0,true
3236,Pakod Kupa,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,pakod,pakod,,,,,EUR,,,,,https://chess.hu/?id=68399,true
3237,Op 2 Scacchi Al Filo,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Cremona,Cremona,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431009,true
3238,SYB+FJT (RAPID+BLITZ) BLITZ 5+2,rapid,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),MAS,klang,klang,3.03851530,101.45194750,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/5122398630969344,true
3239,Hurtig NGP Ski Sjakk 10 år,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),NOR,Langhuset,Langhuset,,,,,EUR,,,,,http://tournamentservice.com/invitation.aspx?TID=NGPSkisjakk10ar2025-Skisjakk,true
3240,"""NIEPODLEGŁA 2025"" - Turniej FIDE O Puch...  Burmistrza Biskupca",classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Biskupiec,Biskupiec,,,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/481460,true
3241,KLUKOM CHESS 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Choszczno,Choszczno,53.16547340,15.42591550,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/479210,true
3242,XI Turniej Witomiński W Szachach Szybkich 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Gdynia,Gdynia,54.51531850,18.53213960,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2024/ti_7772/,true
3243,XI Turniej Witominski W Szachach Szybkich 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Gdynia,Gdynia,54.51531850,18.53213960,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=404370,true
3244,Otwarty Międzynarodowy Turniej Szachowy Narodowe Święto Niepodległości,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Gryfino,Gryfino,52.96232650,14.43063860,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_1631/,true
3245,Otwarty Międzynarodowy Turniej Szachowy ... Więto Niepodległości,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Gryfino,Gryfino,52.96232650,14.43063860,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/481461,true
3246,II Nocny Maraton Szachowy o Puchar Burmistrza Miasta Szczytna 1.,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Szczytna,Szczytna,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432836,true
3247,Otwarte Mistrzostwa Belgii W Solvingu Grupa B - łatwiejsza,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Wrocław,Wrocław,51.09866330,17.05065370,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/6277628399714304,true
3248,Otwarte Mistrzostwa Belgii W Solvingu Grupa A,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Wrocław,Wrocław,51.09866330,17.05065370,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/4793905808408576,true
3249,Turniej Niepodległości Dla Dzieci Do Lat 8  10 I 13,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Żary,Żary,51.63696120,15.15299870,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_3258/,true
3250,20.Šachový turnaj,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SVK,Brno,Brno,,,,,EUR,,,,,https://www.sachovespravy.sk/turnaj.htm?20.Šachový
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20turnaj%7CBrno%7C8.11.2025%7C,true
3251,Evanston 3x3 Levy Activity Center,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Evanston,Evanston,42.04700430,-87.68460530,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/517947,true
3252,Texas Fall Championship,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,McKinney,McKinney,33.19764960,-96.61544710,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/517948,true
3253,2025 Downriver Chess Classic,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Metairie,Metairie,30.00185460,-90.17670120,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=421231,true
3254,12th Witney Congress,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ENG,Witney,Witney,51.78388480,-1.48528610,,,EUR,,,,,https://www.englishchess.org.uk/event/12th-witney-congress/,true
3255,Eero Patola 75 V Avoin Eloturnaus,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FIN,shakkiareena  hiomotie 10  2. krs  00380 hki,shakkiareena  hiomotie 10  2. krs  00380 hki,,,,,EUR,,,,,https://www.shakkiliitto.fi/tapahtuma/eero-patola-75-v-avoin-eloturnaus-kapsk/,true
3256,Torneo Sociale “scacchi Al Filo” 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Cremona,Cremona,,,,,EUR,,,,,https://www.federscacchi.com/?id=Torneo+Sociale+%E2%80%9CScacchi+al+Filo%E2%80%9D+2025&2025-11-08&2025-11-09,true
3257,"Torneo Sociale ""scacchi Al Filo""",classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Cremona,Cremona,,,,,EUR,,,,,https://vesus.org/tournament/tqp7cfuZ,true
3258,II NOCNY MARATON SZACHOWY O PUCHAR BURMISTRZA MIASTA SZCZYTNA,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Szczytna,Szczytna,,,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_4202/,true
3259,"""NIEPODLEGŁA 2025"" - Turniej FIDE O Puchar Burmistrza Biskupca",classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Biskupiec,Biskupiec,,,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_1385/,true
3260,36th Leuven Open 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BEL,Leuven,Leuven,50.86958160,4.70067350,,,EUR,,,,,https://theweekinchess.com/chess-calendar/,true
3261,36th Leuven Open,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BEL,Leuven,Leuven,50.86958160,4.70067350,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=4880,true
3262,36ste Open Van Leuven,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BEL,Leuven,Leuven,50.86958160,4.70067350,,,EUR,,,,,https://chess-results.com/tnr1207896.aspx?lan=0,true
3263,""" Polska Niepodległa 2025 "" - FIDE",classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Zabrze,Zabrze,50.29629570,18.76834930,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/4916470199615488,true
3264,""" Polska Niepodległa 2025  "" - FIDE",classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),POL,Zabrze,Zabrze,50.29629570,18.76834930,,,EUR,,,,,http://www.chessarbiter.com/turnieje/2025/ti_4266/,true
3265,SixDays November 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),HUN,Budapest,Budapest,47.45068690,19.09105230,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=6189,true
3266,Open Brno,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,,,11.41582950,-69.68315470,,,EUR,,,,,http://www.nss.cz/kalendar?showReleaseDate=2025-11&%7CNss.cz%7C2025-11-08%7C2025-11-15%7COpen%20Brno,true
3267,Brno Open 2025,classical,,Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Aug 11 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,,,11.41582950,-69.68315470,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-11-08%7C2025-11-15%7CBrno%20Open%202025%7C,true
3365,Magistral Szemtan Giardelli,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Caba,Caba,-34.60151230,-58.37420220,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430252,true
3366,4. Halleiner Kreativ Schach Event,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),AUT,,,-36.85298710,174.76642000,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-12-08%7C2025-12-08%7C4.%20Halleiner%20Kreativ%20Schach%20Event%7C,true
3367,4. Halleiner Kreativ Schach Event 2025,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),AUT,Hallein,Hallein,,,,,EUR,,,,,https://chess-results.com/tnr1092991.aspx?lan=0,true
3368,39th Tamil Nadu IM Norm Closed Circuit Chess Tournament - Coimbatore,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IND,Coimbatore,Coimbatore,11.05419580,76.94426060,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428155,true
3369,Trofeo Giuseppe Arabito (fa Parte Di Vi International Chess Festival Roma Città Aperta),classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://www.federscacchi.com/?id=Trofeo+Giuseppe+Arabito+%28fa+parte+di+VI+International+Chess+Festival+Roma+Citt%C3%A0+Aperta%29&2025-12-08&2025-12-08,true
3370,Trofeo Di Qualificazione Cig (fa Parte Di Vi International Chess Festival Roma Città Aperta),classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://www.federscacchi.com/?id=Trofeo+di+qualificazione+CIG+%28fa+parte+di+VI+International+Chess+Festival+Roma+Citt%C3%A0+Aperta%29&2025-12-08&2025-12-08,true
3371,Roma Citta' Aperta - Torneo Di Qualificazione Al Cig 2026 Under 18,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://vesus.org/tournament/dv8mvhjr,true
3372,Op 2 Blitz Trofeo Giuseppe Arabito - Collaterale Al Fe 6 Roma Citta' Aperta,blitz,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430614,true
3373,Cig 2026 - Roma Citta' Aperta U18,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430616,true
3374,Cig 2026 - Roma Citta' Aperta U12,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430617,true
3375,Cig 2026 - Roma Citta' Aperta U10,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Roma,Roma,41.79565880,12.25552330,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430618,true
3376,Sthlm Lag-DM 2025-2026 Div Elit R4,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SWE,Stockholm,Stockholm,59.35870620,17.87366820,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432235,true
3377,Magistral Szmetan-Giardelli - 8 Al 16 De Diciembre,classical,,Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Tue Aug 12 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Buenos Aires,Buenos Aires,-34.47087420,-58.65441180,,,EUR,,,,,https://chess-results.com/tnr1209897.aspx?lan=0,true
2143,III Etapa Prix Ciudad de Tandil Cat Menores  dia d,classical,,Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,,,36.12534680,-90.92456390,,,EUR,,,,,https://chess-results.com/tnr1222965.aspx?lan=0,true
2144,IRT blitz del segundo sabado de agosto,blitz,,Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Caba,Caba,-34.60151230,-58.37420220,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433377,true
2145,CLUB ARGENTINO DE AJEDREZ -TORNEO BLITZ HORACIO AM,blitz,,Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Caba,Caba,-34.60151230,-58.37420220,,,EUR,,,,,https://chess-results.com/tnr1224383.aspx?lan=0,true
2146,III Etapa Prix Ciudad de Tandil Cat Mayores 9 de A,classical,,Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,centro cultural arte y parte dir hipolito yrigoyen 882,centro cultural arte y parte dir hipolito yrigoyen 882,,,,,EUR,,,,,https://chess-results.com/tnr1222964.aspx?lan=0,true
2147,"Torneo Interno Blitz River Plate ""Confiteria 9 De",blitz,,Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Mon Sep 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,confitería 9 de diciembre  club atlético river plate,confitería 9 de diciembre  club atlético river plate,,,,,EUR,,,,,https://chess-results.com/tnr1216423.aspx?lan=0,true
